uuid,global_rating,number_of_ratings,name,steps,meal_type,origin,prep_time,servings,description,difficulty,photo_url
612d3fbad49ea9ccc3c6,5,9,Acquacotta,"Heat the olive oil in a large saucepan and gently fry the celery, carrots, onion, garlic and thyme for 10-15 mins until softened. Meanwhile, cover the porcini with hot water and soak for 15 mins until softened and swollen. Drain the mushrooms, reserving the soaking liquid, and roughly chop. Add to the softened vegetables along with the soaking liquid and cook for another 5 mins.Stir in the tomatoes and cook for 10 mins until they begin to break down, then pour in the stock and bring to a gentle simmer.Poach the 6 eggs in a separate large saucepan of simmering water for 3-4 mins until set, then remove with a slotted spoon. Add the parsley and a little seasoning to the soup, and mix in the torn-up toasted bread. Divide the soup between 6 bowls and place an egg on top of each. Serve scattered with extra thyme.",starter,Italian,60,4,"This traditional Tuscan soup, which means 'cooked water', is served with a poached egg for extra richness - a perfect starter or light lunch",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/aquacotta.jpg?itok=EJzoVLs0
a2f6240a66ab428e6d61,4,8,Red wine risotto,"Heat the stock in a saucepan and keep it warm at the side of the stove. Melt half the butter in a shallow saucepan or casserole, add the onion with salt and pepper and sauté for 5-7 minutes until soft, but not browned. Stir in the rice and sauté it, stirring constantly, until it absorbs the butter, about 2 minutes.Stir in about half the wine with a little salt and pepper and simmer, stirring, until the rice starts to dry, 5-7 minutes. Add a couple of ladlefuls of hot stock and continue simmering, stirring gently but constantly. When the rice dries again and needs more liquid, add the remaining wine.Continue cooking, stirring all the time and adding more stock in batches. At the end of cooking, the rice should be tender, still slightly al dente (chewy) and creamy from the starch that has begun to leach from the grains. This will take 25 to 35 minutes and don’t hesitate to use plenty of stock.Take the risotto from the heat, add the remaining butter in pieces, and stir it into the rice as it melts. Taste and adjust the seasoning. Serve the risotto in shallow bowls or on deep plates with a sprinkling of Parmesan. It is best served at once, though it can be kept warm for a few minutes. If necessary, soften it with a little more stock just before serving.",starter,Italian,60,3,Get your dinner party off to a great start with red wine risotto,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--328509_10.jpg?itok=skEITibP
d349ee79cf6c1810757e,5,3,Bresaola with rocket & artichokes,"Be a clever cheat and save time by picking up most of the ingredients at the deli counter or the chiller cabinet.Arrange the bresaola slices on 4 large plates. Toss the rocket with the vinegar and pile in the centre of each plate. Tuck in 3 artichoke halves per portion, generously top with Parmesan shavings and finish with a drizzle of oil.",starter,Italian,10,4,Produce a delicious bresaola starter to entertain friends in ten minutes,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--328627_11.jpg?itok=EmJzf3dS
208caa78fd6389d3f7d6,0,0,Radish confetti with salsa verde,"Put all the salsa verde ingredients in a mini chopper (or use a hand blender) and blitz to a beautiful bright green sauce, adding a drizzle more olive oil.Top and tail the radishes, reserving a few of the youngest, perkiest leaves, and pop them into iced water. Carefully slice the radishes into wafer-thin slices on a mandolin, using a guard, or with a knife – mind your fingers!Pile the radish slices roughly into a circle in the centre of 4 chilled plates. Drain the leaves and scatter around the outside of the radishes. Splodge little drops of the salsa over the radishes and drizzle the leaves with a little olive oil. Season everything with sea salt and serve.",starter,Italian,30,4,"An easy starter of raw vegetables, cut with a mandolin for a delicate finish. Serve with an Italian green sauce of herbs, capers and anchovies",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1308553_3.jpg?itok=8yqyOpNX
09b214104c84283f8cb2,4,9,Linguine with watercress & almond pesto,"Cook the pasta following pack instructions. Meanwhile, put the watercress and garlic in the bowl of a food processor and blend for a few secs until finely chopped. Add the grated cheese, half the almonds, the olive oil, lemon juice and sugar. Season well, then blend until you have a smooth purée consistency.When the linguine is cooked, drain, reserving a cup of the cooking water. Return the pasta to the pan and pour over the pesto, using a little pasta water to loosen the sauce if necessary. Stir everything together and divide between 2 bowls. To serve, top with the shaved cheese and remaining almonds.",starter,Italian,17,2,"Make your own Italian sauce from nuts, garlic and watercress, add a touch of lemon and serve with pasta",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1287484_8.jpg?itok=1VG-KBAx
3ead8112acd172c59779,5,98,Italian meatloaf,"Heat oven to 190C/170C fan/gas 5. Line the long sides and base of a 2lb loaf tin with double thickness baking parchment. Mix 2 tbsp each of the breadcrumbs and Parmesan in a small bowl and set aside. Tip all the remaining ingredients into a large bowl with a good shake of salt and pepper and mix well – hands are the best for this job.Press the mixture into the loaf tin and sprinkle with the reserved crumb mix. Bake for 40-45 mins until the top is golden and crunchy. If the top does not colour in the oven, pop the tin under the grill and brown the top for 5 mins. Cool in the tin for 5 mins, then lift out using the parchment and put on a board. Slice and serve with potatoes and green beans.",main,Italian,60,4,"This great-value supper is delicious served with jacket potatoes, green beans and gravy",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--286459_11.jpg?itok=CxyBz1LA
666995576ae7c8be50c7,4,7,Italian toasties,"Split the loaf through the middle, leaving it attached at one side, and open it up like a book. Scrape away some of the soft bread inside (use to make breadcrumbs), then drizzle generously with olive oil. Spread the tomato paste over both sides, then start layering up your fillings on top. Start with the provolone and ham, then add any of your favourite pizza toppings, if you like, finishing with the mozzarella. Scatter with oregano, season with salt and pepper, then carefully close the sandwich and squash it down with your hands to flatten. Wrap tightly in foil. Can be made up to a day ahead and chilled.To serve, heat oven to 180C/160C fan/ gas 4. Place the foil-wrapped sandwich onto the oven shelf and bake for 30 mins from room temperature or 35 mins from the fridge. Lift onto a board, unwrap, then slice into roughly 6 sandwiches. Serve with bowls of crisps, gherkins and pickled onions and let everyone help themselves.",main,Italian,50,6,"This toastie is like homemade pizza, as you can mix and match the fillings to suit you and your mates",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--293508_11.jpg?itok=rrbJ526p
d14edc387bdd1ac463a1,4,269,Italian broccoli & salmon bake,"Preheat the oven to 190C/gas 5/fan 170C and get out an ovenproof dish (measuring 20 by 30cm, and about 5cm deep). Meanwhile, put a large pan of water on to boil for the pasta. When it is boiling rapidly, tip in the pasta with a generous sprinkling of salt. Give it a stir, return to the boil and cook for 6 minutes. Add the broccoli, then return the water to the boil and cook for 4 minutes more, until the broccoli is on the firm side of just tender. Drain well.While the pasta is cooking, put the butter, flour and milk in a large pan and heat, whisking or stirring continuously, until it thickens to make a smooth sauce. Remove from the heat and stir in the mascarpone, sun-dried tomatoes, capers (if using), anchovies (if using) and basil, then add the pasta and broccoli and season well.Halve the salmon fillets widthways (you will see that there is an obvious divide on each fillet) then place the pieces in a single layer on the base of the ovenproof dish. Spoon the broccoli mixture on top, then scatter with the grated cheddar. (You can chill this for up to 4 hours if you want to get ahead.)Bake for 30 minutes until the mixture is just starting to bubble round the edges and the mixture is pale golden – don’t let it go too dark or the fish will overcook.",main,Italian,65,4,Take a fresh look at broccoli with this creamy pasta bake,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--227467_12.jpg?itok=PbalNm08
f5a8b956994f4a68f90c,4,178,Italian-style beef stew,"In a large saucepan, cook onion and garlic in olive oil for 5 mins until softened and turning golden. Tip in the beef strips, pepper, tomatoes and rosemary, then bring to the boil. Simmer for 15 mins until the meat is cooked through, adding some boiling water if needed. Stir through the olives and serve with mash or polenta.",main,Italian,30,4,"An easy, superhealthy stew full of vitamin C",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1259467_8.jpg?itok=PV_cMfQ7
236a6329caba80c14040,4,123,Italian rice with chicken,"Heat oven to 200C/fan 180C/gas 6. Heat the oil in a large, shallow ovenproof pan, add the chicken and cook for 3-4 mins until golden all over. Remove from pan and set aside.Add the onion and peppers, and cook for 3 mins or until lightly golden. Tip in the garlic and fry for a min. Stir in the rice, then the tomatoes, stock and reserved chicken. Turn up the heat and bring to the boil before transferring to the oven to cook, uncovered, for 20 mins. Season to taste and drizzle over the pesto before serving.",main,Italian,40,2,"This one-pan dish is simple, but really looks the business when you're trying to impress",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--52615_11.jpg?itok=6ylXzE1x
729cd47fa972c76a1f7c,5,84,Italian stuffed chicken,"Heat oven to 220C/fan 200C/gas 7. Beat the olives or sundried tomatoes, garlic and almost all the herbs into the cheese, then season. Cut a slit along the side of each chicken breast, then use your knife to open it out into a pocket.Stuff each breast with a quarter of the cheese mix, then press to close. Lift onto a greased baking tray. Season the top of the chicken, then overlap tomato slices over the top of each piece of chicken. Season, then scatter with the remaining herbs. Drizzle with olive oil.Roast for 20 mins until the chicken is golden around the edges and the tomatoes look a little shrivelled. Serve with a green salad and crusty bread to mop up the juices.",main,Italian,25,4,"Chicken recipes are always among the most searched-for on bbcgoodfood.com, so the cookery team came up with this quick and easy supper dish specially",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--338809_12.jpg?itok=jh7FHC-U
babe1d8b0cb43f576a20,4,67,Italian tuna balls,"Flake the tuna into a bowl, then tip in the pine nuts, lemon zest, parsley, breadcrumbs and egg. Season and mix together with your hands until completely combined. Roll the mix into 12 walnut-size balls. Put a large pan of salted water on to boil, then cook the spaghetti according to pack instructions.Heat a little of the tuna oil in a large non-stick frying pan, then fry the tuna balls for 5 mins, turning every minute or so until completely golden. Drain on kitchen paper. Heat the tomato sauce, then toss together with the pasta and tuna balls.",main,Italian,20,4,A superhealthy twist on a family favourite that can be served with spaghetti or squashed flat and cooked as burgers,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--17958_12.jpg?itok=FikiG71C
81a843b4d29b4223c641,4,10,Italian stuffed courgettes,"Heat oven to 220C/200C fan/gas 7. Place the courgettes in a single layer in a shallow ovenproof dish, fairly tightly together, cut-side up. Brush lightly with 1 tsp oil and bake for 20 mins.To make the stuffing, mix all the ingredients together in a bowl and season with lots of black pepper.Sprinkle the stuffing on top of the courgettes and drizzle with the remaining olive oil. Bake for a further 10-15 mins or until the courgettes are softened and the topping is golden and crisp. Serve hot with a mixed salad.",main,Italian,45,4,"Pack courgettes with pine nuts, sundried tomatoes, breadcrumbs and herbs then oven bake for a healthy veggie main",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--967460_10.jpg?itok=tb-6Osl1
a97e4fe8fd9ce7d8fd75,5,51,Italian sausage & chestnut pasta,"Heat the oil in a large frying pan, and fry the onion for 5 mins. Once starting to soften, add the sausagemeat and chestnuts, and fry for another 10-12 mins, breaking the meat up with a wooden spatula or spoon as you fry it. Keep the heat quite high and stir often.When the meat and chestnuts are golden brown, add the garlic, rosemary and fennel seeds, and cook for 2 mins more. Splash in the wine, let most of it boil away, then tip in the passata. Cover and simmer the sauce for 10 mins while you boil the pasta in plenty of salted water, following pack instructions.Reserve a cup of the pasta cooking water, then drain the pasta well. Toss the pasta, 3 tbsp of the water, the ragu and most of the parsley together, then season to taste. Share between bowls, add a grinding of black pepper, the remaining parsley, then a handful of Parmesan shavings.",main,Italian,40,6,"A mix of sausagemeat and chestnut chunks creates a rich and nutty pasta sauce, lifting this from an everyday dish to something special",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/sausage-pasta.jpg?itok=FaOxuYOy
1abbd1dce11537641229,5,33,Italian cottage pie,"First make the Beef with red wine & carrots (see 'Goes well with'). You will need half the finished stew for this recipe.Heat oven to 220C/200C fan/gas 7. Cook the potatoes in boiling, salted water for 10 mins until almost done. Drain well, then mix with the butter and half the Parmesan.In a large saucepan, fry the pancetta or bacon until golden. Stir in the fresh oregano leaves or dried oregano, then add the beef stew and heat through. Tip into an ovenproof dish and top with the cheesy potatoes, overlapping. Sprinkle with the remaining Parmesan and bake for 20 mins until golden and crisp on top. Serve with a green salad.",main,Italian,300,4,"Add a little 'mamma mia' to a beef stew with pancetta and oregano, and a crunchy topping of Parmesan-coated potatoes...",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--196521_11.jpg?itok=6jVFQd1b
feb7951a7f5547e84d49,4,35,Crisp Italian chicken & polenta,"Heat oven to 220C/fan 200C/gas 7. Using your fingers, roughly break up the polenta into small chunks and scatter in the bottom of a small roasting tin. Tip in the parmesan and mix. Sit the chicken breasts, cherry tomatoes, rosemary and garlic on top of the polenta, drizzle with olive oil, then season to taste.Roast for 25 mins until the chicken skin is crisp and golden, and the polenta and cheese are turning crusty around the edges. Serve with a green salad.",main,Italian,30,2,"Try this delicious chicken, tomato, rosemary and polenta recipe - gluten free and ready in just 30 minutes",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--327971_11.jpg?itok=wjA8UXp-
abb9c496dc6a551a5534,5,28,Italian chicken & butternut pie,"Heat 2 tbsp of the oil in a large flameproof casserole and cook the chicken over a medium to high heat until lightly browned. Lift out on to a plate with a slotted spoon. Tip the pancetta, squash and onion into the pan and cook over a high heat for about 8 minutes, stirring occasionally until beginning to brown. Return the chicken to the pan, add the garlic and marjoram and cook for 1 minute. Keep back 2 tbsp of the wine then pour the rest into the pan and let it bubble for 5 minutes.Blend the flour with the reserved wine until smooth. Stir this into the pan with the tomatoes and their juice, the jelly and some salt and pepper. Lower the heat, half-cover with a lid and simmer gently for 30-40 minutes until the squash is just tender. (To prepare ahead, cool then chill at this point up to a day before. You can also freeze it for up to a month. To serve, heat through in the casserole, then continue with step 3.)Preheat the oven to 220C/gas 7/fan 200C. Cut the ciabatta into very thin slices and arrange on top of the casserole, so they casually overlap. Drizzle the last tablespoon of olive oil over the ciabatta and sprinkle with the parmesan and a good grinding of black pepper. Bake uncovered for 15 minutes or until golden brown. Serve straight from the casserole.",main,Italian,105,6,Bypass stodgy rich pastry and top your Mediterranean bake with slices of ciabatta bread,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--1075507_11.jpg?itok=N1lmNtwz
19234c075046aedee7bf,5,38,Italian veggie cottage pie,"Heat oven to 220C/200C fan/gas 7. Heat 1 tbsp of the oil in a large, lidded frying pan or flameproof casserole dish. Cook the aubergine, in two batches, over a high heat for 4-5 mins until golden, adding extra oil as you need to. Return all the aubergine to the pan with the garlic, tomatoes and 1 1/2 tsp oregano and cook for 1 min. Stir in the spinach, put the lid on the pan and leave for a few mins to wilt.Add the flour and stir through until combined. Pour in the milk, stir gently and bring to the boil. Bubble for a few mins, then stir in the cheese and season. Cook until the cheese has melted and the sauce has thickened.Mix the mash with the remaining oregano and spread over the filling. Scatter over a little more grated cheese and bake for 10-15 mins until golden.",main,Italian,40,6,"An Italian twist on an English classic, with sundried tomato, spinach and aubergine, this veggie pie makes a super budget supper",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/08/italian-cottage-pie.jpg?itok=S_IKdSGI
617978d1692f335ba322,4,25,Roasted fish Italian style,"Preheat the oven to fan 180C/ conventional 200C/gas 6. Take the fish fillets with the skin on, and season with salt and pepper. Heat the olive oil in a large pan and cook the fillets skin side down for 2-3 minutes until just crisp. Transfer to a large roasting tin, skin side down.Cut the cherry tomatoes in half and scatter around the fillets. Cut the olives in half and scatter over the tomatoes, followed by the pine nuts. Season.Put the tray in the oven and bake for 12-15 minutes, until the fish is tender. Remove from the oven and scatter the tomatoes with a the basil leaves. Spoon onto four warm plates and top each with fish. Drizzle with a little extra virgin olive oil.",main,Italian,30,4,"Jazz up white fish, Italian-style",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--3004_11.jpg?itok=VW80p4zS
9f0ca93d6dd6978f0c21,4,24,Italian-style stuffed aubergines,"Heat oven to 220C/200C fan/gas 7. Slice the aubergines in half lengthways, leaving the stem intact. Using a small knife, cut a border inside each aubergine about ½-1cm thick. Using a teaspoon, scoop out the aubergine flesh, so that you have 4 shells. Brush these with a little of the oil, season and place in a baking dish. Cover with foil and bake for 20 mins. Chop the flesh and place to one side.Meanwhile, add the remaining oil to a non-stick frying pan. Tip in the onion and cook until soft. Add the chopped aubergine flesh and cook through. Tip in the garlic and tomatoes and cook for 3 mins more. Stir in olives, basil, mozzarella and seasoning.When the aubergine shells are tender, remove from the oven and reduce heat to 200C/180C fan/gas 6. Pile stuffing into shells, sprinkle with breadcrumbs and drizzle with a little more oil. Bake for 15-20 mins, until the cheese is gooey and the breadcrumbs are golden. Serve with a green salad.",main,Italian,50,4,Forget stuffed peppers and serve your veggie guests this sophisticated stuffed aubergine dish instead,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/user-collections/my-colelction-image/2015/12/recipe-image-legacy-id--605556_11.jpg?itok=dgm1oxGl
8dd634f39722831a580e,3,3,Italian cookies & ice cream,Sandwich together soft amaretti biscuits with small scoops of vanilla or coffee ice cream as after-dinner petit fours. Can prepare and freeze an hour ahead.,dessert,Italian,15,,A super-simple way to try out Italian amaretti biscuits,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--45816_12.jpg?itok=Fb2J-75Y
a5ad2b18ce6a8cf1137f,4,3,Italian apricot fool,"Put the apricot halves in a saucepan with the lemon zest and juice and the sugar. Shake the pan to combine, then simmer, uncovered, over a medium heat until the apricots are soft. This should take about 10-15 minutes.Tip the contents of the pan into a blender or food processor and whizz to a purée. Decant into a bowl, stir in the liqueur and leave to cool – about 20-30 minutes.Soften the mascarpone in its tub by whisking it vigorously with a fork. Whip the cream in a bowl – you want it softly whipped not stiff. Fold in the mascarpone with a large metal spoon, then lightly swirl in the apricot purée to make a pattern.Spoon the mixture into six wine glasses. (At this point, they’ll keep in the fridge for up to a day.) To serve, crumble over the amaretti, with a few on the side for dunking.",dessert,Italian,40,6,Savour the flavour of this heavenly Italian apricot fool,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--3914_12.jpg?itok=TwwA6-sr
b3802daafb8b2121e09b,4,12,Tiramisu ice-cream cake,"Line a 1kg loaf tin with cling film. Beat the mascarpone, sugar and marsala together then fold in the chocolate and cream.Make up the coffee with 600ml boiling water, leave for 5 mins then strain into a bowl and stir in the sugar and brandy.Reserve 2 biscuits then quickly dip the remainder as you use them into the coffee mixture and line them along the base and up the long sides of the tin (they will stand above the rim).Spoon in half the creamy mixture. Dip the last biscuits into the coffee and place on top end to end. Spoon the remaining creamy mixture on top, then fold over the sponge fingers above the rim and press lightly into the filling. Cover and freeze. To serve, turn out onto a plate, strip off the cling film and dust generously with cocoa. Spoon the cream down the centre and decorate with the chocolate.",dessert,Italian,600,,"Treat your guests with this stunning summer dessert, perfect for al fresco dinner parties",Hard,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--17896_11.jpg?itok=CP_wU1YU
bcae96dc1c0b90eda57d,4,145,Best ever tiramisu,"Put a 568ml pot double cream, 250g tub mascarpone, 75ml marsala and 5 tbsp golden caster sugar in a large bowl.Whisk until the cream and mascarpone have completely combined and have the consistency of thickly whipped cream.Pour 300ml strong coffee (made with 2 tbsp coffee granules and 300ml boiling water) into a shallow dish.Dip in a few of the 175g pack of sponge fingers at a time, turning for a few secs until they are nicely soaked, but not soggy. Layer these into your dish until you have used half the sponge fingers, then spread over half of the creamy mixture.Using the coarse side of the grater, grate over most of the 25g dark chocolate. Then repeat the layers (you should use up all the coffee), finishing with the creamy layer.Cover and chill for a few hours or overnight. This can now be kept in the fridge for up to 2 days. To serve, dust with 2 tsp cocoa powder and grate over the remainder of the chocolate.",dessert,Italian,30,6,"This super simple Italian dessert actually benefits from being made ahead, allowing all the lovely flavours to mingle",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2012/07/recipe-image-legacy-id-1001515_11.jpg?itok=JISkN20Z
6513ebd3b361cf93593b,5,2,"Sherry, almond & orange pandoro","In a large bowl, whisk together the cream, mascarpone, half the sherry, 3/ 4 of the zest and the icing sugar until the mixture is floppy and just holds its shape.Cut the pandoro horizontally into five slices. Put the bottom piece on a serving plate or cake stand and drizzle over a little of the remaining sherry. Spoon over a quarter of the cream mixture and top with a handful of the almonds (saving enough for each layer and to decorate the top). Add the next layer of pandoro and continue to sandwich the layers together, rotating each at a different angle so that you create the shape of a Christmas tree.Dust with icing sugar, then dot over the gold leaf (if using) along with the remaining almonds and orange zest.",dessert,Italian,15,1,"This buttery, Italian bread really is the star of Christmas desserts. Try this light, festive dessert with whipped cream and a drizzle of chocolate",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2016/10/pandoro.jpg?itok=Vl3M3LBu
1494bd4f9127936bd043,4,4,Torta del Nonna,"To make the pastry, put the flour, butter and icing sugar in a food processor and pulse until it resembles breadcrumbs. With the motor running, slowly add the egg yolks. If the mixture looks too dry, drizzle in 1-2 tbsp cold water. Tip it out onto your work surface and gently knead together. Flatten the pastry into a disc, wrap in cling film and chill for 20 mins.Meanwhile, make the filling. Pour the milk into a saucepan. Scrape the vanilla seeds from the split pod into the milk and add the pod as well. Heat the milk over a medium heat until it just starts to bubble around the edges. Remove from the heat and leave to cool a little.Beat the egg yolks, sugar and flour together with an electric whisk for 5-10 mins until pale and mousse-like. Remove the vanilla pod from the cooled milk and steadily pour over the beaten egg yolks, whisking constantly.Pour the custard mixture into a clean saucepan. Heat over a medium-low heat, whisking all of the time. Cook the custard for 10 mins, still whisking, until it is very thick. Remove from the heat and push through a sieve into a wide dish. Cover the surface with cling film to prevent the custard from forming a skin. Set aside to cool while you prepare the pastry case.Roll out the pastry between 2 pieces of baking parchment to line a 24cm loose bottomed, fluted tart tin. Cover with cling film and chill for 30 mins. Heat oven to 200C/180C fan/gas 6. Line the tart case with foil or baking parchment and fill with baking beans. Bake in the oven for 15 mins. Carefully remove the baking beans and foil, then return to the oven for 5-10 mins until the pastry is golden brown. Leave to cool in the tin on a wire rack while you finish the filling.Reduce oven to 160C/140C fan/gas 3. Gently beat the custard with the ricotta, orange zest and grated chocolate until just combined, and spread evenly in the tart shell. Sprinkle over the pine nuts and bake for 35-40 mins – the filling will still be quite wobbly but it will firm up as it cools. Chill for at least 3 hrs, or overnight. Dust with icing sugar to serve.",dessert,Italian,115,6,Give this Tuscan tart a delicious twist by adding dark chocolate to the traditional custard filling and delicate sweet pastry,Hard,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/torta-del-nonna.jpg?itok=Xbie7oi4
e4c4c15c333092dca744,5,105,Orange polenta cake,"Heat oven to 160C/140C fan/gas 3. Line the base and sides of a round 23cm cake tin with baking parchment. Cream the butter and sugar together until light and fluffy. Add the eggs one at a time and mix thoroughly. Once the mixture is combined, add all the dry ingredients and the zest and juice after you have measured off 100ml for the glaze.Transfer the mixture to the tin, spread evenly, then cook for about 45 mins or until a skewer inserted into the centre of the cake comes out clean. Remove from the oven and turn out onto a wire rack to cool.To make the glaze, put the juice and sugar in a medium saucepan and bring to the boil. Let it simmer for 5 mins, then remove from the heat and allow to cool. Drizzle the orange glaze over the top of the cooled cake. Serve with Lemon ice cream, below.",dessert,Italian,65,8,Give your dessert an Italian flavour with this moist and fruity polenta cake,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/recipe-image-legacy-id--363730_12.jpg?itok=UyQEpkeN
b1997b662d682300b081,5,10,Vanilla panna cotta,"Add the sheets of gelatine to a bowl of cold water and soak for 5 mins.Pour the milk and cream into a saucepan with the sugar and vanilla seeds (to scrape the seeds out of the pod, use the back of a knife). Stir to combine and bring to a simmer, then remove from the heat. Take the gelatine out of the cold water and squeeze out the excess, then add to the milk mixture. Stir until completely dissolved. Tip into four ramekins and place in the fridge to set for at least a couple of hours.To serve, turn each ramekin upside-down onto a serving plate. If the panna cotta won't drop out, carefully dip the ramekin in a bowl of warm water to loosen it. Serve with a drizzle of strawberry compote and sliced fresh strawberries.",dessert,Italian,15,4,Try making this classic Italian dessert with delicate vanilla and a fresh strawberry topping. The perfect light sweet for a chilled summer gathering,Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2018/02/panna-cotta.jpg?itok=WECPFZ5z
90ac7efc29a9119aeb46,5,3,Next level tiramisu,"Beat the egg yolks, sugar, the vanilla, a grating of nutmeg and 50ml of the marsala using an electric whisk in a heatproof bowl over a pan of barely simmering water for 10 mins, until pale and light. Put in the fridge to cool.In a separate bowl, beat the mascarpone and cream together with an electric whisk until the mixture holds soft peaks. Gently fold the egg yolk and cream mixtures together with a spatula, being careful not to over-stir. Put the bowl back in the fridge to chill.Scatter a little sugar over the base of a deep 20 x 20cm serving dish. Pour the coffee and the remaining 100ml marsala into a bowl. One by one, dip 12 biscuits in the coffee mixture on each side for a couple of seconds (don’t leave them too long or they’ll go soggy), then lay flat in the dish to cover the base. Spread over half the cream mixture. Dip the remaining biscuits in the coffee and arrange on top of the cream, then finish with a final layer of the cream. Cover the dish and chill for at least 3 hrs. Can be made up to two days in advance.To make the crunchy topping, put the sugar and a splash of water in a saucepan, and stir to combine. Simmer over a medium heat until you have an amber-coloured caramel. Pour the caramel onto a parchment-lined baking tray and tilt to spread. While it’s still hot, dust with the coffee and cocoa powder, then leave to set until hard. Break into small pieces, then blitz in a processor to a rough crumb. Sprinkle over the tiramisu and dust with a little cocoa powder to serve.",dessert,Italian,40,6,"Create this superb version of the classic, creamy Italian dessert. It's the perfect ending to a decadent meal: rich yet light, laced with booze and a coffee hit to pick you up...",Hard,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe/recipe-image/2019/01/tiramisu.jpg?itok=N0orfRIP
433d924a6eb8706b5ba1,5,1,Strawberry & mint granita,"Put the sugar and 100ml water in a medium saucepan over a low heat, and stir now and again until the sugar dissolves. Don’t let the syrup boil.Meanwhile, tip the strawberries into a food processor and blend to a purée. Pour into the sugar syrup with the mint leaves and turn up the heat. Simmer for about 5 mins until the mixture thickens slightly. Once thickened, strain through a fine sieve to get rid of any seeds and leaves. Allow to cool for 15 mins.Pour into a container and freeze for 1 hr, then rake the top layer with a fork and put back in the freezer. Repeat every hour for the next 4 hrs until the mix becomes a crystallised slush. Serve in glasses with a sprig of mint on top.",dessert,Italian,20,4,"This light frozen dessert is smooth and slushy, like those from the east of Italy - a perfect palate cleanser to finish a dinner party menu",Easy,www.bbcgoodfood.com/sites/default/files/styles/recipe/public/recipe_images/strawberry-mint-granita.jpg?itok=bmWDcsxZ
